,lemma,source,collection_count,is_unique
3454,materialis,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3455,ignorantia,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3456,ilaritas,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3457,illusio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3458,inuitatio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3459,imperatiuus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3460,uerbum,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3461,inanis,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3462,impetus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3463,inclino,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3464,leuo,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3465,caelum,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3466,increpo,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3467,praesens,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3468,increpatio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3469,futurus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3470,incuruatio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3471,Indolorius,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3472,indumentum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3473,infernus,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3474,infidelis,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3475,aranea,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3476,infirmus,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3477,infligo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3478,pena,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3479,ingratus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3480,ingredior,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3481,inicium,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3482,exordium,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3483,inimicus,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3484,iniquitas,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3485,iniuria,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3486,inuidia,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3487,molestia,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3488,inmensus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3489,inmortalis,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3490,inmundicia,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3491,innocens,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3492,innocentia,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3493,innouatio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3494,inperfectio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3495,insidie,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3496,intellectus,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3497,interrogo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3498,lego,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3499,intro,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3500,inuenio,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3501,Iohannes,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3502,baptista,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3503,ypocrisis,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3504,ira,petrus_cantor_distinctiones.predicted_лем.csv,6.0,False
3505,irascor,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3506,salubriter,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3507,itero,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3508,iubilatio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3509,Iubilus,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3510,Iudea,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3511,seruo,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3512,noster,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3513,districtus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3514,iudico,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3515,bis,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3516,idipse,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3517,iudicium,petrus_cantor_distinctiones.predicted_лем.csv,7.0,False
3518,dulcis,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3519,occultus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3520,manifestus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3521,precedo,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3522,signum,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3523,iumentum,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3524,iuramentum,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3525,liceo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3526,illicitus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3527,iusticia,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3528,euangelicus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3529,iustificacio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3530,impius,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3531,occurro,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3532,iustificatio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3533,iustifico,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3534,ouis,petrus_cantor_distinctiones.predicted_лем.csv,6.0,False
3535,Iustus,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3536,vix,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3537,saluo,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3538,pals,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3539,cedr,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3540,Iuuentus,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3541,labium,petrus_cantor_distinctiones.predicted_лем.csv,6.0,False
3542,claudo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3543,polluo,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3544,manus,petrus_cantor_distinctiones.predicted_лем.csv,6.0,False
3545,lacrimor,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3546,Iesus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3547,recuso,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3548,lacrimo,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3549,lacus,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3550,lapis,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3551,petra,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3552,temptatio,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3553,transeo,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3554,humilitas,petrus_cantor_distinctiones.predicted_лем.csv,7.0,False
3555,Laqueus,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3556,latitudo,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3557,Lauacrum,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3558,rationalis,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3559,laudatio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3560,male,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3561,bene,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3562,uia,petrus_cantor_distinctiones.predicted_лем.csv,6.0,False
3563,lectus,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3564,lex,petrus_cantor_distinctiones.predicted_лем.csv,6.0,False
3565,umbra,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3566,soluo,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3567,vetus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3568,Leo,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3569,letania,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3570,processio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3571,lvua,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3572,"CELUM,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3573,liberatio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3574,laycus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3575,libertas,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3576,ligo,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3577,necessarius,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3578,nutrio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3579,celestis,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3580,"IGNEM,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3581,obscurus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3582,lingua,petrus_cantor_distinctiones.predicted_лем.csv,6.0,False
3583,menbrum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3584,circumcido,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3585,uendo,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3586,litteratura,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3587,"QUIDAM,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3588,set,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3589,curo,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3590,Lucerna,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3591,lun,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3592,Lucifer,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3593,luctus,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3594,lacrima,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3595,dolor,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3596,animus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3597,macula,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3598,magnifico,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3599,Maius,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3600,maledictio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3601,maledio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3602,serpens,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3603,maledico,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3604,mulier,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3605,maledictus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3606,maledictum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3607,salex,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3608,fenum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3609,tcio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3610,pereo,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3611,"PRECEPTA,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3612,"TESTIMONIA,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3613,testimonium,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3614,praeceptum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3615,decalogus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3616,mano,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3617,manna,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3618,mansuetudo,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3619,mansuetus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3620,pauper,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3621,manis,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3622,proprius,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3623,operor,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3624,teneo,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3625,mitto,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3626,Maria,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3627,uirgo,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3628,desponsor,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3629,Ioseph,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3630,priuilegio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3631,ancilla,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3632,requies,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3633,quero,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3634,quies,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3635,lilium,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3636,uellus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3637,uirga,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3638,auror,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3639,Magdalena,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3640,uere,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3641,penituit,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3642,Martires,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3643,"GRECE,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3644,'testes',petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3645,latine,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3646,martier,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3647,causa,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3648,martiris,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3649,'aceruus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3650,TESTIMONII',petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3651,Martirium,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3652,martirium,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3653,Mechia,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3654,medius,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3655,hora,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3656,mel,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3657,Melchisedech,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3658,rex,petrus_cantor_distinctiones.predicted_лем.csv,7.0,False
3659,Melius,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3660,mendacium,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3661,mendatium,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3662,mentior,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3663,mendax,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3664,mens,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3665,diuido,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3666,mensa,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3667,paro,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3668,mensura,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3669,sinus,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3670,uester,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3671,mercator,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3672,negociator,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3673,merces,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3674,mercennarius,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3675,tolero,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3676,mero,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3677,locus,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3678,recipio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3679,meretrix,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3680,messis,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3681,postulo,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3682,prelatos,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3683,milicia,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3684,minimus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3685,mirabilis,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3686,mirabilus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3687,miraculum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3688,mirra,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3689,singulariter,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3690,pluraliter,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3691,misericords,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3692,misericors,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3693,misertus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3694,regulariter,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3695,tantum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3696,missio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3697,archa,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3698,misterium,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3699,uelo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3700,mitis,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3701,mola,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3702,molestie,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3703,monachus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3704,Syon,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3705,sanctificatio,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3706,morior,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3707,mors,petrus_cantor_distinctiones.predicted_лем.csv,7.0,False
3708,festino,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3709,nocs,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3710,successio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3711,suscito,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3712,defuncti,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3713,mus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3714,motus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3715,mundo,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3716,Egiptus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3717,murmuro,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3718,mutatio,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3719,excelsi,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3720,muto,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3721,naris,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3722,diuinus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3723,saluator,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3724,necessitas,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3725,flagicium,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3726,nescio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3727,importo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3728,uicium,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3729,',petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3730,APPROBARE',petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3731,nimis,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3732,noticia,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3733,"COGNITIO,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3734,"SCIENTIA,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3735,duplex,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3736,novus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3737,uetus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3738,uetustus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3739,nouaculum,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3740,nouitas,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3741,totus,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3742,seculum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3743,nubis,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3744,numerus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3745,"ISTE,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3746,"SEPTENARIUS,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3747,sacratus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3748,nuptia,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3749,carnalis,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3750,approbo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3751,obedientia,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3752,obediencia,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3753,reliqio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3754,obedio,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3755,oblatio,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3756,obmutesco,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3757,"OBSECRATIONES,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3758,"ORATIONES,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3759,"POSTULATIONES,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3760,actio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3761,ocium,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3762,interior,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3763,odium,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3764,odor,petrus_cantor_distinctiones.predicted_лем.csv,6.0,False
3765,redoleo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3766,offo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3767,offerro,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3768,uolo,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3769,offerto,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3770,thus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3771,officium,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3772,usurpo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3773,Homicidius,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3774,admodum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3775,'HOMO',petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3776,GENERA:,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3777,regnum,petrus_cantor_distinctiones.predicted_лем.csv,6.0,False
3778,celorum,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3779,possido,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3780,honor,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3781,parens,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3782,onus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3783,operum,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3784,opes,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3785,oportunitas,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3786,pectus,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3787,tundo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3788,uocaliter,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3789,solus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3790,peto,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3791,respicio,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3792,"HEC,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3793,"NOSTER,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3794,dominicus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3795,dignus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3796,unguentum,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3797,purus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3798,effectus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3799,differentia,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3800,Christianus,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3801,vicis,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3802,nouem,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3803,"DEUM,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3804,septiformis,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3805,os,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3806,osculum,petrus_cantor_distinctiones.predicted_лем.csv,4.0,False
3807,affero,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3808,osculor,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3809,continue,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3810,Madalena,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3811,seruiendo,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3812,hospitalitas,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3813,hospes,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3814,ossum,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3815,hostia,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3816,"PALMA,",petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3817,ramus,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3818,palma,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3819,panis,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3820,propiciatio,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3821,salus,petrus_cantor_distinctiones.predicted_лем.csv,2.0,False
3822,paradisus,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
3823,parturio,petrus_cantor_distinctiones.predicted_лем.csv,3.0,False
3824,penitens,petrus_cantor_distinctiones.predicted_лем.csv,1.0,True
3825,penitentia,petrus_cantor_distinctiones.predicted_лем.csv,5.0,False
