,lemma,source,collection_count,is_unique
1501,laus,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1502,Lampas,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1503,Lamia,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1504,latitudo,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1505,latro,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1506,Lauacrum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1507,lancea,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1508,Lactuca,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1509,Leena,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1510,Leo,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1511,lex,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1512,legatus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1513,legio,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1514,Lepra,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1515,Lecythus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1516,leuo,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1517,Leuis,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1518,lectus,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1519,lectulus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1520,lignum,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1521,liber,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1522,littera,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1523,lingua,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1524,Lilius,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1525,liuor,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1526,limus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1527,liquefacio,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1528,linum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1529,ligo,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1530,linteum,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1531,Libanus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1532,locus,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1533,lotus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1534,locusta,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1535,lorica,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1536,loquela,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1537,luna,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1538,Lucerna,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1539,lux,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1540,lumen,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1541,Lucifer,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1542,lupus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1543,lutum,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1544,lustrus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1545,Luter,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1546,lucta,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1547,lauo,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1548,laboro,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1549,lambo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1550,laudo,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1551,lapido,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1552,lacto,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1553,Leuare,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1554,lego,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1555,letor,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1556,licio,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1557,liquor,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1558,Liquarius,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1559,liueo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1560,loquio,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1561,ludo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1562,luceo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1563,mare,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1564,malus,alanus_de_insula_dist_summa.predicted_лем.csv,7.0,False
1565,magnus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1566,macula,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1567,magus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1568,mater,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1569,mansio,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1570,malleus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1571,Maceria,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1572,Maxilla,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1573,manus,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1574,Mamma,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1575,Massa,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1576,Marmor,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1577,mandragora,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1578,Malleolus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1579,manna,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1580,maximus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1581,magnitudo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1582,maiestas,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1583,Manica,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1584,Magnus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1585,magnificentia,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1586,Marsupium,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1587,medicus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1588,Medius,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1589,melis,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1590,mensura,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1591,memoria,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1592,mensa,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1593,messis,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1594,mendacium,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1595,mendax,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1596,merces,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1597,mercenarius,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1598,meretrix,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1599,memor,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1600,mens,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1601,mel,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1602,mensis,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1603,meridies,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1604,mitis,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1605,militia,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1606,misericordia,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1607,milia,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1608,Myrrha,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1609,mignus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1610,minimus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1611,Myrtus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1612,minister,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1613,miles,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1614,mons,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1615,mors,alanus_de_insula_dist_summa.predicted_лем.csv,7.0,False
1616,mortuus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1617,mola,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1618,modius,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1619,modus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1620,Monile,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1621,morsus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1622,monstrum,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1623,morbus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1624,motus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1625,mortalis,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1626,mollis,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1627,modicus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1628,mundus,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1629,murus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1630,mulier,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1631,mutus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1632,Mus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1633,murenula,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1634,munus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1635,multus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1636,muscipula,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1637,musca,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1638,mulus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1639,manduco,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1640,maneo,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1641,magnifico,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1642,macto,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1643,maledico,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1644,mereor,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1645,Mechari,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1646,meto,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1647,metior,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1648,mitto,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1649,minueo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1650,miror,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1651,milito,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1652,morior,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1653,moueo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1654,mordeo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1655,mollio,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1656,murmuro,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1657,mutio,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1658,mano,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1659,minus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1660,natura,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1661,Natales,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1662,Nauis,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1663,nasus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1664,Nardus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1665,Naris,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1666,nauigium,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1667,necessitas,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1668,necessarius,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1669,Neruus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1670,nebula,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1671,nequitia,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1672,nidus,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1673,nix,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1674,nitrum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1675,nihil,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1676,nycticorax,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1677,niger,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1678,nomen,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1679,nox,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1680,nouaculum,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1681,nouus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1682,numerus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1683,nudus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1684,nux,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1685,nuptia,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1686,nubes,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1687,nascor,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1688,nato,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1689,nescio,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1690,nego,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1691,nosco,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1692,nollo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1693,numero,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1694,nimis,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1695,nunc,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1696,oculus,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1697,homo,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1698,"os,",alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1699,os,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1700,ouis,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1701,Ouile,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1702,osculum,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1703,opportunitas,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1704,onus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1705,hortus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1706,oleum,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1707,oliua,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1708,oleaster,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1709,opus,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1710,hora,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1711,olus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1712,olla,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1713,odor,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1714,honor,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1715,oriens,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1716,Occasus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1717,ostium,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1718,Onager,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1719,onocentaurus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1720,ovum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1721,hostia,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1722,ordo,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1723,holocaustum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1724,organum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1725,hordeum,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1726,Orphanus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1727,obesus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1728,orbis,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1729,odio,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1730,occideo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1731,obturo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1732,oro,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1733,obedio,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1734,operor,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1735,obuio,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1736,occurro,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1737,hodie,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1738,panis,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1739,pater,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1740,pascuum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1741,Pascha,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1742,Passer,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1743,paries,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1744,palma,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1745,plaustrum,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1746,palpebris,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1747,Pannus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1748,platea,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1749,pax,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1750,planta,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1751,pars,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1752,pauper,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1753,Pastor,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1754,passio,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1755,palea,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1756,planus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1757,pactum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1758,palmes,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1759,paradisus,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1760,Platanus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1761,psalterium,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1762,psalmus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1763,paruulus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1764,pauimentum,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1765,paliurus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1766,pallium,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1767,Pardus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1768,peccatum,alanus_de_insula_dist_summa.predicted_лем.csv,6.0,False
1769,pes,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1770,Penna,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1771,pellis,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1772,pecus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1773,persona,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1774,perfectus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1775,pretiosus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1776,preputium,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1777,petra,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1778,peccator,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1779,perdix,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1780,predestinatio,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1781,prelium,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1782,penitentia,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1783,pecunia,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1784,pectus,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1785,pena,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1786,preco,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1787,plenus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1788,plenitudo,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1789,presepe,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1790,piscis,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1791,pix,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1792,primogenitus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1793,pinguis,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1794,pinguedo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1795,Pilus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1796,Pleiades,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1797,princeps,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1798,principatus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1799,principium,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1800,piger,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1801,primitie,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1802,primus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1803,Pyrgus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1804,Pisticus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1805,pietas,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1806,piscina,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1807,porta,alanus_de_insula_dist_summa.predicted_лем.csv,5.0,False
1808,potus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1809,pomum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1810,propheta,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1811,PROPHETISSA;,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1812,potestas,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1813,populus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1814,poculum,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1815,profundus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1816,proximus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1817,proprium,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1818,puer,alanus_de_insula_dist_summa.predicted_лем.csv,7.0,False
1819,puteus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1820,vluuia,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1821,plumbum,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1822,pulex,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1823,Pruina,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1824,pugillus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1825,pusillus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1826,pupillus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1827,Pupilla,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1828,puluis,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1829,Pruna,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1830,pulchritudo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1831,plumarium,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1832,putridus,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1833,putredo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1834,Pullus,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1835,putatio,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1836,pugno,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1837,pareo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1838,parturio,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1839,planto,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1840,pasco,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1841,pati,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1842,pateo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1843,parco,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1844,paro,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1845,peniteo,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1846,pereo,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1847,permitto,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1848,perdo,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1849,percutio,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1850,posse,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1851,pono,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1852,polluo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1853,propheto,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1854,probo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1855,procedo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1856,porto,alanus_de_insula_dist_summa.predicted_лем.csv,4.0,False
1857,poto,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1858,postulo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1859,pungo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1860,plueo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1861,putreo,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1862,pulso,alanus_de_insula_dist_summa.predicted_лем.csv,3.0,False
1863,purgo,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1864,compositio,alanus_de_insula_dist_summa.predicted_лем.csv,2.0,False
1865,pre,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
1866,praeter,alanus_de_insula_dist_summa.predicted_лем.csv,1.0,True
